time,"I(IDC|XIN)","P(B6|XIN)","I(ROUT)"
2.291200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.291900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.292900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.293900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.294900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.295900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.296900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.297900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.298900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.299900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.300900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.301900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.302900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.303900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.304900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.305900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.306900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.307900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.308900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.309900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.310900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.311900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.312900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.313900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.314900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.315900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.316900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.317900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.318900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.319900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.320900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.321900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.322900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.323900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.324900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.325900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.326900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.327900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.328900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.329900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.330900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.331900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.332900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333700e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333800e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.333900e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334000e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334100e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334200e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334300e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334400e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334500e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334600e-09,0.000000e+00,1.968909e+01,0.000000e+00
2.334700e-09,0.000000e+00,1.968909e+01,0.000000e+00
